6,2013,2.29,76,46,7.7,668
15,1997,2.29,71,45,8.3,37
11,2015,2.29,92,79,2,345
6,2007,2.29,80,18,6.7,87
14,2004,2.28,77,35,8.7,27
6,2009,2.28,78,42,6.7,76
2,1983,2.28,24,44,9,5189
7,2008,2.28,82,8,6.9,20
4,2010,2.28,72,7,7.2,6
5,2010,2.28,76,42,7.1,71
4,2008,2.28,68,24,8.2,27
13,1997,2.28,69,113,9,3854
6,2011,2.27,71,41,6.6,405
9,2002,2.27,81,24,8.9,54
9,2001,2.26,88,17,8.9,42
6,2009,2.26,80,35,8.6,43
10,2016,2.26,76,91,6.3,635
18,2016,2.25,87,37,8.2,440
7,2002,2.25,84,31,9,52
13,1997,2.25,36,39,5,4379
20,2004,2.25,87,55,9.4,306
6,2011,2.25,79,31,5.5,56
6,2013,2.25,80,89,7.5,914
6,2007,2.24,83,45,7.8,52
9,2001,2.24,87,22,8.1,48
1,2006,2.24,74,53,5.7,72
1,2010,2.24,68,44,6,2812
1,1995,2.24,69,42,6.7,61
19,2013,2.24,77,59,7.9,288
18,2013,2.23,82,87,7.4,355
9,2001,2.23,74,16,8,13
17,2008,2.23,79,61,8,139
5,2013,2.23,80,32,5.6,136
2,1990,2.23,69,79,0,5900
7,2009,2.23,24,38,6,6604
6,2012,2.23,91,25,8.2,858
7,2003,2.22,92,44,8.8,204
1,2009,2.22,84,70,8.6,219
5,2013,2.22,80,37,7.6,127
3,1998,2.22,98,106,8,9237
1,2007,2.22,54,91,2,939
10,2015,2.21,73,40,7.3,480
6,2008,2.21,71,47,6.6,233
7,2006,2.21,46,111,4,9196
16,1981,2.2,47,99,4,479
5,2007,2.2,92,55,8.1,220
18,2013,2.2,79,76,5.9,1095
5,2008,2.2,92,69,8.3,156
2,1986,2.2,72,22,9,4259
3,2000,2.2,56,95,9,2220
5,2010,2.2,88,73,7,206
4,2008,2.2,80,15,7.9,16
5,2010,2.2,88,93,8.2,573
4,2007,2.2,96,38,7,9471
14,2003,2.19,94,72,9.2,317
3,1992,2.19,60,18,6,3692
3,2000,2.19,45,93,9,839
10,2014,2.19,81,37,6.1,208
